[Strings]
nth  paddr      vaddr      len size section type    string
917  0x00095f4c 0x00495f4c 33  34   .rodata ascii   Failed to cancel file list thread
918  0x00095f70 0x00495f70 12  13   .rodata ascii   pthread_join
919  0x00095f80 0x00495f80 12  13   .rodata ascii   nexfile-node
920  0x00095f90 0x00495f90 15  16   .rodata ascii   pointer is null
921  0x00095fa0 0x00495fa0 10  11   .rodata ascii   mutex fail
922  0x00095fac 0x00495fac 18  19   .rodata ascii   server.files.roots
923  0x00095fc0 0x00495fc0 17  18   .rodata ascii   server.files.list
924  0x00095fd4 0x00495fd4 21  22   .rodata ascii   server.files.metadata
925  0x00095fec 0x00495fec 21  22   .rodata ascii   server.files.metascan
926  0x00096004 0x00496004 23  24   .rodata ascii   server.files.thumbnails
927  0x0009601c 0x0049601c 22  23   .rodata ascii   server.files.directory
928  0x00096034 0x00496034 17  18   .rodata ascii   server.files.move
929  0x00096048 0x00496048 17  18   .rodata ascii   server.files.copy
930  0x0009605c 0x0049605c 16  17   .rodata ascii   server.files.zip
931  0x00096070 0x00496070 24  25   .rodata ascii   server.files.delete_file
932  0x0009608c 0x0049608c 29  30   .rodata ascii   server.files.get_directory_ex
933  0x000960ac 0x004960ac 29  30   .rodata ascii   Error: Invalid directory path
934  0x000960cc 0x004960cc 24  25   .rodata ascii   Error creating directory
935  0x000960e8 0x004960e8 17  38   .rodata utf8    目录 '%s' 不存在，已创建。\n blocks=CJK Unified Ideographs,Basic Latin,Halfwidth and Fullwidth Forms,CJK Symbols and Punctuation
936  0x00096110 0x00496110 37  38   .rodata ascii   info: Directory '%s' already exists.\n
937  0x00096138 0x00496138 23  24   .rodata ascii   upload_deal_thread_task
938  0x00096150 0x00496150 20  21   .rodata ascii   uploads_rx_free_task
939  0x0009617f 0x0049617f 26  27   .rodata ascii   ?history or server is null
940  0x0009619c 0x0049619c 129 130  .rodata ascii   /var/jenkins_home/workspace/IngenicX2600-security-build/integrated_platform/creality/output/build/nexusprime/components/history.c
941  0x00096220 0x00496220 7   8    .rodata ascii   No User
942  0x00096228 0x00496228 15  16   .rodata ascii   max_stored_jobs
943  0x00096238 0x00496238 7   8    .rodata ascii   history
944  0x00096240 0x00496240 15  16   .rodata ascii   max_stored_days
945  0x00096250 0x00496250 32  33   .rodata ascii   Failed to create history tables.
946  0x00096274 0x00496274 29  30   .rodata ascii   Failed to load total history.
947  0x00096294 0x00496294 33  34   .rodata ascii   Failed to check interrupted jobs.
948  0x000962b8 0x004962b8 26  27   .rodata ascii   server:klippy_disconnected
949  0x000962d4 0x004962d4 22  23   .rodata ascii   server:klippy_shutdown
950  0x000962ec 0x004962ec 23  24   .rodata ascii   job_state:state_changed
951  0x00096304 0x00496304 30  31   .rodata ascii   klippy_apis:job_start_complete
952  0x00096324 0x00496324 23  24   .rodata ascii   history:history_changed
953  0x0009633c 0x0049633c 15  16   .rodata ascii   server:shutdown
954  0x0009634c 0x0049634c 18  19   .rodata ascii   server.history.job
955  0x00096360 0x00496360 20  21   .rodata ascii   server.history.count
956  0x00096378 0x00496378 19  20   .rodata ascii   server.history.list
957  0x0009638c 0x0049638c 21  22   .rodata ascii   server.history.totals
958  0x000963a4 0x004963a4 27  28   .rodata ascii   server.history.reset_totals
959  0x000963c0 0x004963c0 24  25   .rodata ascii   server.history.debug.job
960  0x000963dc 0x004963dc 15  16   .rodata ascii   history is null
961  0x000963ec 0x004963ec 22  23   .rodata ascii   history or job is null
962  0x00096404 0x00496404 31  32   .rodata ascii   Error saving job, filename '%s'
963  0x00096424 0x00496424 38  39   .rodata ascii   History Job Added - Id: %06X, File: %s
964  0x0009644c 0x0049644c 5   6    .rodata ascii   added
965  0x00096454 0x00496454 32  33   .rodata ascii   history or server or job is null
966  0x00096478 0x00496478 8   9    .rodata ascii   database
967  0x00096484 0x00496484 30  31   .rodata ascii   database is null or db is null
968  0x000964a4 0x004964a4 11  12   .rodata ascii   job_history
969  0x000964b0 0x004964b0 59  60   .rodata ascii   REPLACE INTO %s VALUES(?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?);
970  0x000964ec 0x004964ec 33  34   .rodata ascii   Error preparing SQL statement: %s
971  0x00096510 0x00496510 16  17   .rodata ascii   Job user is null
972  0x00096524 0x00496524 20  21   .rodata ascii   Job filename is null
973  0x0009653c 0x0049653c 18  19   .rodata ascii   Job status is null
974  0x00096550 0x00496550 7   8    .rodata ascii   default
975  0x00096558 0x00496558 33  34   .rodata ascii   Error executing SQL statement: %s
976  0x0009657c 0x0049657c 46  47   .rodata ascii   history or server is null or job_id is invalid
977  0x000965ac 0x004965ac 32  33   .rodata ascii   DELETE FROM %s WHERE job_id = ?;
978  0x000965d0 0x004965d0 61  62   .rodata ascii   No rows were deleted, job_id: %d does not exist in the table.
979  0x00096610 0x00496610 35  36   .rodata ascii   history or status or pstats is null
980  0x00096634 0x00496634 19  20   .rodata ascii   Error parsing JSON.
981  0x00096648 0x00496648 8   9    .rodata ascii   filename
982  0x00096654 0x00496654 14  15   .rodata ascii   total_duration
983  0x00096664 0x00496664 21  22   .rodata ascii   Job filename is null.
984  0x00096680 0x00496680 53  54   .rodata ascii   History Job Finished - Id: %06X, File: %s, Status: %s
985  0x000966b8 0x004966b8 8   9    .rodata ascii   finished
986  0x000966c4 0x004966c4 30  31   .rodata ascii   history or current_job is null
987  0x000966e4 0x004966e4 28  29   .rodata ascii   Current job filename is null
988  0x00096704 0x00496704 27  28   .rodata ascii   Job metadata grabbed failed
989  0x00096720 0x00496720 18  19   .rodata ascii   Error parsing JSON
990  0x00096734 0x00496734 16  17   .rodata ascii   print_start_time
991  0x00096748 0x00496748 6   7    .rodata ascii   job_id
992  0x00096750 0x00496750 4   5    .rodata ascii   %06X
993  0x00096758 0x00496758 31  32   .rodata ascii   Failed to create job_id string.
994  0x00096778 0x00496778 29  30   .rodata ascii   Failed to create JSON string.
995  0x00096798 0x00496798 37  38   .rodata ascii   current_job or current_job_id is null
996  0x000967c0 0x004967c0 10  11   .rodata ascii   total_jobs
997  0x000967cc 0x004967cc 10  11   .rodata ascii   total_time
998  0x000967d8 0x004967d8 16  17   .rodata ascii   total_print_time
999  0x000967ec 0x004967ec 19  20   .rodata ascii   total_filament_used
1000 0x00096800 0x00496800 11  12   .rodata ascii   longest_job
1001 0x0009680c 0x0049680c 13  14   .rodata ascii   longest_print
1002 0x0009681c 0x0049681c 29  30   .rodata ascii   Failed to save total history.
1003 0x0009683c 0x0049683c 34  35   .rodata ascii   history or server or event is null
1004 0x00096860 0x00496860 26  27   .rodata ascii   Failed to create job data.
1005 0x0009687c 0x0049687c 24  25   .rodata ascii   {"action":"%s","job":%s}
1006 0x00096898 0x00496898 22  23   .rodata ascii   History event sent: %s
1007 0x000968b0 0x004968b0 8   9    .rodata ascii   metadata
1008 0x000968bc 0x004968bc 8   9    .rodata ascii   modified
1009 0x000968c8 0x004968c8 6   7    .rodata ascii   gcodes
1010 0x000968d0 0x004968d0 6   7    .rodata ascii   exists
1011 0x000968d8 0x004968d8 17  18   .rodata ascii   Job id is invalid
1012 0x000968ec 0x004968ec 11  12   .rodata ascii   instance_id
1013 0x000968f8 0x004968f8 34  35   .rodata ascii   Failed to allocate memory for job.
1014 0x0009691c 0x0049691c 10  11   .rodata ascii   start_time
1015 0x00096928 0x00496928 8   9    .rodata ascii   end_time
1016 0x00096934 0x00496934 14  15   .rodata ascii   print_duration
1017 0x00096944 0x00496944 13  14   .rodata ascii   filament_used
1018 0x00096958 0x00496958 4   5    .rodata ascii   user
1019 0x00096960 0x00496960 11  12   .rodata ascii   in_progress
1020 0x0009696c 0x0049696c 6   7    .rodata ascii   status
1021 0x00096974 0x00496974 14  15   .rodata ascii   auxiliary_data
1022 0x00096984 0x00496984 31  32   .rodata ascii   job or printer_job_data is null
1023 0x000969a4 0x004969a4 5   6    .rodata ascii   error
1024 0x000969ac 0x004969ac 28  29   .rodata ascii   Job finished with status: %s
1025 0x000969cc 0x004969cc 27  28   .rodata ascii   job or key or value is null
1026 0x000969e8 0x004969e8 24  25   .rodata ascii   Unused job attribute: %s
1027 0x00096a04 0x00496a04 310 311  .rodata ascii   CREATE TABLE IF NOT EXISTS %s(job_id INTEGER PRIMARY KEY ASC,user TEXT NOT NULL,filename TEXT,status TEXT NOT NULL,start_time REAL NOT NULL,end_time REAL,print_duration REAL NOT NULL,total_duration REAL NOT NULL,filament_used REAL NOT NULL,metadata TEXT,auxiliary_data TEXT NOT NULL,instance_id TEXT NOT NULL);
1028 0x00096b3c 0x00496b3c 10  11   .rodata ascii   job_totals
1029 0x00096b48 0x00496b48 172 173  .rodata ascii   CREATE TABLE IF NOT EXISTS %s(provider TEXT NOT NULL, field TEXT NOT NULL, maximum REAL, total REAL, instance_id TEXT NOT NULL, PRIMARY KEY (provider, field, instance_id));
1030 0x00096bf8 0x00496bf8 32  33   .rodata ascii   Error creating history table: %s
1031 0x00096c1c 0x00496c1c 31  32   .rodata ascii   Error creating totals table: %s
1032 0x00096c3c 0x00496c3c 6   7    .rodata ascii   totals
1033 0x00096c44 0x00496c44 5   6    .rodata ascii   %s/%s
1034 0x00096c50 0x00496c50 16  17   .rodata ascii   SELECT * FROM %s
1035 0x00096c64 0x00496c64 23  24   .rodata ascii   Unknown total field: %s
1036 0x00096c80 0x00496c80 38  39   .rodata ascii   REPLACE INTO %s VALUES(?, ?, ?, ?, ?);
1037 0x00096ca8 0x00496ca8 29  30   .rodata ascii   Invalid total field index: %d
1038 0x00096cc8 0x00496cc8 33  34   .rodata ascii   Auxiliary totals not implemented.
1039 0x00096d04 0x00496d04 17  18   .rodata ascii   BEGIN TRANSACTION
1040 0x00096d18 0x00496d18 31  32   .rodata ascii   Failed to begin transaction: %s
1041 0x00096d38 0x00496d38 50  51   .rodata ascii   SELECT job_id FROM %s WHERE status = 'in_progress'
1042 0x00096d6c 0x00496d6c 38  39   .rodata ascii   Failed to prepare SELECT statement: %s
1043 0x00096d94 0x00496d94 8   9    .rodata ascii   ROLLBACK
1044 0x00096da0 0x00496da0 35  36   .rodata ascii   Job to check for interruption: %06X
1045 0x00096dc4 0x00496dc4 65  66   .rodata ascii   UPDATE %s SET status = 'interrupted' WHERE status = 'in_progress'
1046 0x00096e08 0x00496e08 38  39   .rodata ascii   Failed to prepare UPDATE statement: %s
1047 0x00096e30 0x00496e30 28  29   .rodata ascii   Failed to execute UPDATE: %s
1048 0x00096e50 0x00496e50 6   7    .rodata ascii   COMMIT
1049 0x00096e58 0x00496e58 32  33   .rodata ascii   Failed to commit transaction: %s
1050 0x00096e7c 0x00496e7c 45  46   .rodata ascii   SELECT COUNT(*) FROM %s WHERE instance_id = ?
1051 0x00096eac 0x00496eac 37  38   .rodata ascii   Failed to prepare COUNT statement: %s
1052 0x00096ed4 0x00496ed4 25  26   .rodata ascii   History or server is null
1053 0x00096ef0 0x00496ef0 38  39   .rodata ascii   SELECT * FROM %s WHERE instance_id = ?
1054 0x00096f18 0x00496f18 17  18   .rodata ascii    AND end_time < ?
1055 0x00096f2c 0x00496f2c 19  20   .rodata ascii    AND start_time > ?
1056 0x00096f40 0x00496f40 4   5    .rodata ascii   DESC
1057 0x00096f4c 0x00496f4c 20  21   .rodata ascii    ORDER BY job_id %s 
1058 0x00096f64 0x00496f64 17  18   .rodata ascii    LIMIT ? OFFSET ?
1059 0x00096f78 0x00496f78 25  26   .rodata ascii   sqlite3_prepare_v2 failed
1060 0x00096f94 0x00496f94 20  21   .rodata ascii   json_jobs:parse fail
1061 0x00096fac 0x00496fac 19  20   .rodata ascii   json_row:parse fail
1062 0x00096fc0 0x00496fc0 23  24   .rodata ascii   unknown column type: %d
1063 0x00096fd8 0x00496fd8 19  20   .rodata ascii   json_str:parse fail
1064 0x00096fec 0x00496fec 25  26   .rodata ascii   {"count": %d, "jobs": %s}
1065 0x00097008 0x00497008 64  65   .rodata ascii   DELETE FROM %s WHERE instance_id = ? ORDER BY job_id ASC LIMIT ?
1066 0x0009704c 0x0049704c 38  39   .rodata ascii   Failed to prepare DELETE statement: %s
1067 0x00097074 0x00497074 34  35   .rodata ascii   Failed to delete earliest jobs: %s
1068 0x00097098 0x00497098 24  25   .rodata ascii   Deleted %d earliest jobs
1069 0x000970b4 0x004970b4 55  56   .rodata ascii   DELETE FROM %s WHERE instance_id = ? AND start_time < ?
1070 0x000970ec 0x004970ec 29  30   .rodata ascii   Failed to delete old jobs: %s
1071 0x0009710c 0x0049710c 19  20   .rodata ascii   Deleted %d old jobs
1072 0x00097120 0x00497120 33  34   .rodata ascii   SELECT * FROM %s WHERE job_id = ?
1073 0x00097144 0x00497144 19  20   .rodata ascii   Invalid job uid: %d
1074 0x00097158 0x00497158 20  21   .rodata ascii   malloc json_row fail
1075 0x00097170 0x00497170 25  26   .rodata ascii   Failed to create json_row
1076 0x0009718c 0x0049718c 11  12   .rodata ascii   {"job": %s}
1077 0x00097198 0x00497198 20  21   .rodata ascii   Failed to delete job
1078 0x000971b0 0x004971b0 13  14   .rodata ascii   Job not found
1079 0x000971c0 0x004971c0 43  44   .rodata ascii   SELECT job_id FROM %s WHERE instance_id = ?
1080 0x000971f0 0x004971f0 7   8    .rodata ascii   "%06X",
1081 0x000971fc 0x004971fc 36  37   .rodata ascii   DELETE FROM %s WHERE instance_id = ?
1082 0x00097224 0x00497224 25  26   .rodata ascii   Failed to delete all jobs
1083 0x00097240 0x00497240 4   5    .rodata ascii   null
1084 0x00097248 0x00497248 22  23   .rodata ascii   {"deleted_jobs": %.*s}
1085 0x00097260 0x00497260 27  28   .rodata ascii   Failed to delete totals: %s
1086 0x0009727c 0x0049727c 23  24   .rodata ascii   Failed to delete totals
1087 0x00097298 0x00497298 48  49   .rodata ascii   {"last_totals": %s, "last_auxiliary_totals": %s}
1088 0x000972cc 0x004972cc 24  25   .rodata ascii   history or field is null
1089 0x000972e8 0x004972e8 23  24   .rodata ascii   Invalid total field: %s
1090 0x00097300 0x00497300 22  23   .rodata ascii   json_totals:parse fail
1091 0x00097318 0x00497318 59  60   .rodata ascii   Invalid argument: args or event_name or event_data is NULL.
1092 0x00097354 0x00497354 11  12   .rodata ascii   Job started
1093 0x00097360 0x00497360 26  27   .rodata ascii   prev_stats_json:creat fail
1094 0x0009737c 0x0049737c 9   10   .rodata ascii   cancelled
1095 0x00097388 0x00497388 25  26   .rodata ascii   new_stats_json:creat fail
1096 0x000973a4 0x004973a4 18  19   .rodata ascii   new_job:creat fail
1097 0x000973b8 0x004973b8 13  14   .rodata ascii   Job completed
1098 0x000973c8 0x004973c8 9   10   .rodata ascii   completed
1099 0x000973d4 0x004973d4 9   10   .rodata ascii   Job error
1100 0x000973e0 0x004973e0 24  25   .rodata ascii   Job cancelled or standby
1101 0x000973fc 0x004973fc 37  38   .rodata ascii   job_state_data->job_event unknown: %d
1102 0x00097444 0x00497444 45  46   .rodata ascii   Invalid argument: args or event_name is NULL.
1103 0x00097474 0x00497474 14  15   .rodata ascii   server is null
1104 0x00097484 0x00497484 9   10   .rodata ascii   job_state
1105 0x00097490 0x00497490 17  18   .rodata ascii   job_state is null
1106 0x000974a4 0x004974a4 26  27   .rodata ascii   last_stats_json:creat fail
1107 0x000974c0 0x004974c0 15  16   .rodata ascii   klippy_shutdown
1108 0x000974d0 0x004974d0 17  18   .rodata ascii   klippy_disconnect
1109 0x000974e4 0x004974e4 11  12   .rodata ascii   server_exit
1110 0x000974f0 0x004974f0 26  27   .rodata ascii   History or request is NULL
1111 0x00097510 0x00497510 24  25   .rodata ascii   No data for argument: %s
1112 0x0009752c 0x0049752c 44  45   .rodata ascii   invalid literal for int() with base 16: '%s'
1113 0x0009755c 0x0049755c 19  20   .rodata ascii   Invalid job uid: %s
1114 0x00097574 0x00497574 24  25   .rodata ascii   {"deleted_jobs": ["%s"]}
1115 0x00097590 0x00497590 18  19   .rodata ascii   Method not allowed
1116 0x000975a4 0x004975a4 20  21   .rodata ascii   Failed to jobs count
1117 0x000975bc 0x004975bc 13  14   .rodata ascii   {"count": %d}
1118 0x000975cc 0x004975cc 5   6    .rodata ascii   order
1119 0x000975d4 0x004975d4 25  26   .rodata ascii   Invalid `order` value: %s
1120 0x000975f0 0x004975f0 6   7    .rodata ascii   before
1121 0x000975f8 0x004975f8 65  66   .rodata ascii   Unable to convert argument [before] to Number: value recieved: %s
1122 0x0009763c 0x0049763c 5   6    .rodata ascii   since
1123 0x00097644 0x00497644 64  65   .rodata ascii   Unable to convert argument [since] to Number: value recieved: %s
1124 0x00097688 0x00497688 5   6    .rodata ascii   limit
1125 0x00097690 0x00497690 64  65   .rodata ascii   Unable to convert argument [limit] to Number: value recieved: %s
1126 0x000976d4 0x004976d4 5   6    .rodata ascii   start
1127 0x000976dc 0x004976dc 64  65   .rodata ascii   Unable to convert argument [start] to Number: value recieved: %s
1128 0x00097720 0x00497720 16  39   .rodata utf8    获取历史任务列表用时: %f 秒 blocks=CJK Unified Ideographs,Basic Latin
1129 0x00097748 0x00497748 42  43   .rodata ascii   {"job_totals": %s, "auxiliary_totals": %s}
1130 0x00097774 0x00497774 36  37   .rodata ascii   History or request or server is NULL
1131 0x0009779c 0x0049779c 36  37   .rodata ascii   Job in progress, cannot reset totals
1132 0x000977c8 0x004977c8 62  63   .rodata ascii   Unable to convert argument [num] to Number: value recieved: %s
1133 0x00097808 0x00497808 29  30   .rodata ascii   Error preparing SQL statement
1134 0x00097828 0x00497828 29  30   .rodata ascii   Error executing SQL statement
1135 0x00097848 0x00497848 19  20   .rodata ascii   {"last_row_id": %d}
1136 0x0009787e 0x0049787e 17  18   .rodata ascii   .Aload_on_startup
1137 0x00097890 0x00497890 9   10   .rodata ascii   job_queue
1138 0x0009789c 0x0049789c 20  21   .rodata ascii   automatic_transition
